"id","text","section_code","section_name","source_version","source_scope","kind","tone","rarity","char_count","skill","mental","money","ai"
"516","别让 Copilot 变成你的记忆外包。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","警醒","common","20","2","-3","0","6"
"517","简历别堆技术名词，讲清楚你解决过什么。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","实用","common","19","2","-7","0","0"
"518","面试不是背答案，是证明你能把坑填上。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","清醒","common","18","2","-7","0","0"
"519","项目经历最好能回答：谁用、为什么用、怎么变好。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","实用","common","23","2","-7","0","0"
"520","GitHub 链接不是护身符，代码质量才是。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","冷静","common","22","2","-4","4","0"
"521","绿格子很好看，但面试官会点进仓库。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","幽默","common","17","2","-4","4","0"
"522","第一个 PR 可以很小，但要认真。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","温和","common","17","2","-4","4","0"
"523","README 写清楚，比星星多更能救面试。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","实用","common","21","2","-4","4","0"
"524","issue 里会沟通，也是一种工程能力。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","专业","common","20","2","-4","4","0"
"525","独立开发最难的不是写完，是有人愿意用。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","现实","common","19","2","-4","4","0"
"526","先找一个真实用户，再加一个酷功能。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","实用","common","17","2","-4","4","0"
"527","MVP 的 M 是 minimum，不是 maximum。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","幽默","common","29","2","-4","4","0"
"528","写代码前，先问这个痛点有没有人掏钱。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","商业","common","18","2","-4","4","0"
"529","第一个付费用户，比第十个功能重要。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","推动","common","17","2","-4","4","0"
"530","如果没人愿意试用，可能不是登录按钮颜色的问题。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","吐槽","common","23","2","-4","4","0"
"531","刷题忘了很正常，复盘比数量更值钱。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","实用","common","17","2","-7","0","0"
"532","八股不是信仰，是面试协议。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","自嘲","common","13","2","-7","0","0"
"533","面试官想听的不是“我负责”，而是“我怎么负责”。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","实用","common","24","2","-7","0","0"
"534","别只说性能优化，拿出指标前后对比。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","专业","common","17","2","-7","0","0"
"535","你不需要追完所有热点，只要别停止校准方向。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","安抚","common","21","2","-3","0","6"
"536","真正的 senior，不是写得快，是知道什么别写。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","专业","common","25","2","-3","0","6"
"537","写博客不是表演，是给未来的自己留索引。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","温和","common","19","2","-3","0","6"
"538","不要把“我不配”当成需求分析结论。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","安抚","common","17","2","-7","0","0"
"539","工具越强，越要保留自己的验收标准。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","专业","common","17","2","-3","0","6"
"540","简历上的每个技术词，都可能变成追问入口。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","警醒","common","20","2","-7","0","0"
"541","独立开发别裸辞上头，先跑一轮付费验证。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","警醒","common","19","2","-4","4","0"
"542","AI 时代先补底层思维，不急着背工具。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","清醒","common","19","2","-3","0","6"
"543","算法不是刷题清单，是判断框架。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","理性","common","15","2","-3","0","6"
"544","系统设计不是面试题，是做事方法。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","稳重","common","16","2","-3","0","6"
"545","下班后学编程，先做能救火的小工具。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","务实","common","17","2","-4","4","0"
"546","真正学得快的人，先拿一个痛点开练。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","实战","common","17","2","-3","0","6"
"547","选技术别只看热度，先看能不能做成事。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","冷静","common","18","2","-3","0","6"
"548","学习路径别贪全，先把一条线打穿。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","克制","common","16","2","-3","0","6"
"549","代码能力不是背答案，是会拆问题。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","清醒","common","16","2","-3","0","6"
"550","新手最值钱的不是项目多，是项目真能跑。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","务实","common","19","2","-4","4","0"
"551","找到适合自己的入门岗位，比盲学更重要。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","谨慎","common","19","2","-7","0","0"
"552","先做能解释清楚的项目，再谈宏大规划。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","稳健","common","18","2","-4","4","0"
"553","转向前先确认，你愿不愿意长期补课。","L","面试、Gap与求职疲劳","2026-06-18-research-extension","research-extension","learning","现实","common","17","2","-7","0","0"
"554","会用 AI 不稀奇，会验证 AI 才稀缺。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","冷静","common","21","2","-3","0","6"
"555","让 AI 先跑一遍，你负责找它漏掉的地方。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","专业","common","21","2","-3","0","6"
"556","提示词不是玄学，是把需求说完整。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","务实","common","16","2","-3","0","6"
"557","AI 适合提速，不适合替你理解问题。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","警惕","common","18","2","-3","0","6"
"558","先让 AI 搭骨架，再自己补细节。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","实用","common","17","2","-3","0","6"
"559","复杂项目里，AI 会放大你的判断力差异。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","冷静","common","20","2","-3","0","6"
"560","用 AI 省时间，但别把脑子也外包了。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","直接","common","19","2","-3","0","6"
"561","卡了半小时的 bug，先换工具链再认输。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","坚韧","common","20","2","-3","0","6"
"562","AI 工具不是捷径，是新型熟练工训练场。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","务实","common","20","2","-3","0","6"
"563","该手写的关键链路，还是得自己过一遍。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","谨慎","common","18","2","-3","0","6"
"564","AI 时代，工程师更要会问对问题。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","清醒","common","17","2","-3","0","6"
"565","别只学会调用模型，要学会定义边界。","L","AI学习与工具焦虑","2026-06-18-research-extension","research-extension","learning","稳重","common","17","2","-3","0","6"
"566","开源不是露脸，是顺手把坑补给后来人。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","克制","common","18","2","-4","4","0"
"567","先修一个小 issue，比空谈参与更有效。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","务实","common","21","2","-4","4","0"
"568","公开仓库不是简历装饰，是协作记录。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","诚恳","common","17","2","-4","4","0"
"569","做开源最难的不是写代码，是守住节奏。","L","副业、独立开发与现金流","2026-06-18-research-extension","research-extension","life","现实","common","18","2","-4","4","0"
